字段1,字段1链接,字段2,详情标题,字段3,字段4
1-10月内蒙古规上原煤产量9.7亿吨 同比增长13.6%,https://www.cctd.com.cn/show-361-229111-1.html,2022-11-21,1-10月内蒙古规上原煤产量9.7亿吨 同比增长13.6%,"来源：内蒙古自治区统计局
					
					发布时间：2022-11-21 09:31:23
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","内蒙古自治区统计局数据显示，今年以来，内蒙古全区持续强化落实煤炭保供政策，原煤保供成效显著，产量增速保持着两位数增长。1-10月份，全区规模以上工业企业原煤产量9.7亿吨，同比增长13.6%。 
　　分盟市看，1-10月份，全区三大主产区产量均保持两位数增长，鄂尔多斯市、锡林郭勒盟和呼伦贝尔市原煤产量分别同比增长16.2%、14.7%和12.0%，三个盟市占全区原煤产量的86.8%，合计上拉全区原煤累计产量增速13.3个百分点，为全国周边地区煤炭供应做出贡献。 
　　此外，1-10月份，全区规模以上工业企业发电量5283.9亿千瓦时，同比增长6.7%，增速较前三季度加快0.4个百分点。其中，10月份，发电量为546.8亿千瓦时，同比增长9.9%。 
　　10月份，全区风况较好，风力发电量同比增长35.7%，在本月风电快速发展带动下，1-10月份，全区规模以上新能源发电量945亿千瓦时，同比增长10.9%，增速为今年以来最高位，较前三季度加快2.1个百分点，其中，10月份新能源发电量同比增长31.5%；新能源发电量占全部发电量比重达17.9%，比上年同期提高0.7个百分点。"
鄂尔多斯14家企业签订煤炭保供协议 合同量达1.8亿吨,https://www.cctd.com.cn/show-176-229109-1.html,2022-11-21,鄂尔多斯14家企业签订煤炭保供协议 合同量达1.8亿吨,"来源：新华财经
					
					发布时间：2022-11-21 09:30:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","18日，内蒙古鄂尔多斯市举行2023年煤炭中长期合同签约仪式。鄂尔多斯市委常委、副市长苏翠芳在致辞中表示，鄂尔多斯市委、市政府将提供全方位服务保障和强有力要素支持，通过政企联动、政企共担、政企携手，为保障国家能源安全作出新的更大贡献。 
　　签约仪式上，鄂尔多斯市14家煤炭企业与10个省区市的50家发电供热企业签订了保供协议，合同量达1.8亿吨。同时，为确保供需双方中长期合同“应签尽签、能签全签”，本次会议会期将持续四天。 
　　签约仪式上，鄂尔多斯市能源局党组书记、局长霍励平对2023年能源保供政策进行了解读。 
　　据悉，各地用能企业已与鄂尔多斯市能源企业建立了长期稳定的合作关系，供需双方在不同领域持续加强合作交流，互惠互利。鄂尔多斯市将不断加强与各省区市能源管理部门的沟通对接工作，构建上下联动、合力攻坚的全链条责任体系，确保合同履约践诺，有效发挥好中长期合同在保供应、稳价格上的“压舱石”和“稳定器”作用。签约仪式上，煤炭企业代表内蒙古伊泰煤炭股份公司、电力企业代表京能电力康巴什热电公司、贸易企业代表鄂尔多斯市鄂能投资集团相关负责人做了表态发言。"
新疆天池能源承担着全疆43家电煤企业、5家疆电外送电厂能源供应,https://www.cctd.com.cn/show-22-229108-1.html,2022-11-21,新疆天池能源承担着全疆43家电煤企业、5家疆电外送电厂能源供应,"来源：兵团广播电视台
					
					发布时间：2022-11-21 09:29:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","新疆天池能源有限责任公司(简称“天池能源”)承担着全疆43家供电供暖企业、5家疆电外送电源电厂的能源供应任务。今年以来，克服疫情影响，天池能源保障了1100千伏疆电外送工程83%的用煤量和全疆67%的热电厂冬季供暖用煤，通过铁路、公路让“疆煤外运”至全国14个省区。 
　　“由于新疆煤炭呈‘北富南贫’不均衡分布，我们在喀什、巴州共建了24座煤仓储备库，配套建设铁路专用线，总静态储备规模可达到50万吨。”天池能源公司党委书记、总经理杨晓东说，这将有效调节南疆煤炭供需季节性不平衡现状，保障区域能源安全。 
　　同时，天池能源还向南疆运送“暖心煤”。11月18日，由天池能源装载3500吨民生块煤的“爱心专列”历时3天抵达喀什北站，为喀什地区和克孜勒苏柯尔克孜自治州部分县市群众送上“暖心煤”。截至目前，天池能源已为南疆200余万户各族群众提供“暖心煤”1200余万吨，均低于市场价，节约群众用煤成本超80亿元。 
　　天池能源公司喀什货场部主任柳安吉介绍，天池能源在做好疫情防控的同时，统筹兼顾安全生产，全力保供应保民生，平均每天向南疆发送2列民生块煤专列。"
2022年1-10月原煤产量前十名企业排名公布,https://www.cctd.com.cn/show-361-229100-1.html,2022-11-21,2022年1-10月原煤产量前十名企业排名公布,"来源：中国煤炭工业协会
					
					发布时间：2022-11-21 09:17:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","原煤生产增速回落，进口增速加快。据国家统计局统计，2022年1-10月，规模以上企业生产原煤36.9亿吨，同比增长10.0%。其中，10月份生产原煤3.7亿吨，同比增长1.2%，增速比上月回落11.1个百分点，日均产量1194万吨。1-10月，进口煤炭2.3亿吨，同比下降10.5%，当月进口煤炭2918万吨，同比增长8.3%。
　　据中国煤炭工业协会统计与信息部统计，排名前10家企业原煤产量合计为19.1亿吨，同比增加1.2亿吨，占规模以上企业原煤产量的51.8%。具体情况为：国家能源集团49903万吨，同比增长6.9%；晋能控股集团33013万吨，同比增长4.4%；山东能源集团21779万吨，同比增长6.4%；中煤集团21693万吨，同比增长6.4%；陕煤集团19235万吨，同比增长10.5%；山西焦煤集团15202万吨，同比增长4.1%；潞安化工集团8813万吨，同比增长13.4%；华能集团8244万吨，同比增长15.1%；国电投集团6438万吨，同比增长0.9%；淮河能源集团6206万吨，同比增长0.7%。"
全国碳市场每日成交数据20221118,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=229105,2022-11-18,全国碳市场每日成交数据20221118,"来源：上海环境能源交易所
					
					发布时间：2022-11-18 16:58:45
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量420,010吨，成交额24,150,577.00元，开盘价57.50元/吨，最高价57.70元/吨，最低价57.50元/吨，收盘价57.50元/吨，收盘价较前一日下跌0.52%。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量420,010吨，总成交额24,150,577.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量199,050,024吨，累计成交额8,772,455,733.76元。"
市场交投活跃度偏低 沿海煤炭运价止涨企稳,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=229097,2022-11-18,,,
俄罗斯2023年第一季度免征煤炭出口税,https://www.cctd.com.cn/show-113-229095-1.html,2022-11-18,俄罗斯2023年第一季度免征煤炭出口税,"来源：新华财经
					
					发布时间：2022-11-18 10:23:12
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据俄罗斯媒体报道，明年第一季度俄罗斯将免征煤炭出口税。与此同时，俄财政部将对煤炭市场进行监测，并根据第一季度的监测结果决定是否恢复征税。 
　　俄罗斯财政部副部长萨扎诺夫接受媒体采访时说，从2023年初开始对动力煤和炼焦煤免征出口税，但是要继续征收矿产开采税。据称， 2023年1月1日至3月31日，俄将提高无烟煤、炼焦煤和动力煤的矿产开采税率，这将为政府预算带来144亿卢布的收入。 
　　根据规定，俄动力煤和炼焦煤出口税的起征点分别为离岸价格每吨150美元和每吨170美元，税率为40%。最近几个月，俄罗斯煤炭出口价格低于关税起征点，有些地区煤炭出口价格甚至低于生产成本。"
2022年10月广东省煤炭价格小幅上涨,https://www.cctd.com.cn/show-361-229093-1.html,2022-11-18,2022年10月广东省煤炭价格小幅上涨,"来源：广东省商务厅
					
					发布时间：2022-11-18 09:55:31
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据监测，2022年10月广东省煤炭均价为1508.8元/吨，环比上涨6.5%。原因分析：一是基建行业受“金九银十”消费旺季影响，开工率回升，对煤炭需求量增加，为煤炭价格上涨提供有力支撑；二是由于北方市场开启煤炭冬储供暖，省内煤炭资源有所减少，引起煤炭价格上涨。预计后期广东省煤炭市场价格将呈微幅震荡的态势运行。
11月第一周河南省驻马店市煤炭价格小幅上涨,https://www.cctd.com.cn/show-361-229092-1.html,2022-11-18,11月第一周河南省驻马店市煤炭价格小幅上涨,"来源：驻马店市商务局
					
					发布时间：2022-11-18 09:53:46
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据驻马店市商务局重要生产资料市场监测系统显示，11月第1周（10月29日-11月4日），河南省驻马店市煤炭平均价格1208.75元/吨，周环比上涨1.2%。其中：无烟煤1485元/吨、烟煤932.5元/吨，周环比分别上涨1%、1.4%。由于石油天然气市场价格高涨，煤炭作为重要的替代品，价格也随之提升，加之进入立冬，天气渐冷，驻马店市供暖会带来煤电需求量增加，预计后期，驻马店市煤炭价格将小幅上涨。
11月第二周福建省煤炭市场价格窄幅上涨,https://www.cctd.com.cn/show-361-229090-1.html,2022-11-18,11月第二周福建省煤炭市场价格窄幅上涨,"来源：福建省商务厅
					
					发布时间：2022-11-18 09:51:29
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",根据商务部重要生产资料监测系统监测数据显示，上周（2022年11月7日-2022年11月13日）福建省监测样本企业的煤炭市场价格平均为1627.56元/吨，环比上涨0.3%。其中无烟煤市场价格为1451.67元/吨，环比上涨0.3%；烟煤市场价格为1715.50元/吨，环比上涨0.3%。总体来看，上周福建省监测样本企业的煤炭市场价格窄幅上涨。近期因公共卫生事件和安全减产影响，煤炭整体产量有一定影响，运输也受到一定限制，下游企业出货一般，多按需采购为主。预计后期福建省煤炭市场价格受供需变化等影响或将稳中调整。
商务部：上周全国煤炭价格稳中有降,https://www.cctd.com.cn/show-361-229088-1.html,2022-11-18,商务部：上周全国煤炭价格稳中有降,"来源：商务部市场运行和消费促进司
					
					发布时间：2022-11-18 09:48:06
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据商务部监测，上周（11月7日至13日）全国煤炭价格稳中有降，其中二号无烟块煤每吨1586元，与前一周持平，炼焦煤、动力煤每吨1481元和970元，分别下降1.2%和0.3%。
　　钢材价格稳中略涨，其中螺纹钢每吨4053元，与前一周持平，高速线材、热轧带钢每吨4276元和4143元，分别上涨0.5%和0.3%。"
河南能源贵州新田煤矿顺利通过国家首批智能化示范煤矿验收,https://www.cctd.com.cn/show-22-229087-1.html,2022-11-18,河南能源贵州新田煤矿顺利通过国家首批智能化示范煤矿验收,"来源：河南能源集团
					
					发布时间：2022-11-18 09:45:13
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","11月12日，国家能源局组织专家对贵州豫能新田煤矿“国家首批智能化示范煤矿”进行现场验收，一致评定新田煤矿智能化建设符合验收标准，通过验收。该矿成为贵州省首家通过智能化验收矿井，也是河南能源第一家通过验收的矿井。
　　专家组一行认真听取了新田煤矿关于智能化创建工作汇报，分组详细查阅了相关资料，并组织对井下和地面开展了现场查验。依据《智能化示范煤矿验收管理办法（试行）》，专家组一致评定通过验收。
　　验收通报指出，煤矿智能化建设只有起点，没有终点，希望贵州豫能再接再厉，持续做好煤矿智能化建设工作，并充分发挥示范引领作用，在云贵川乃至全国形成更多的智能化建设先进经验做法，带动智能化煤矿建设不断发展。
　　贵州豫能表示，将以此次验收为新起点，加强组织领导、落实主体责任，加大创新力度、加快人才培养，持之以恒抓好智能化建设工作取得更大成效，推动企业安全高效发展。同时不断总结经验，发挥好示范引领作用，为贵州省煤炭行业高质量发展作出新的更大的贡献。
　　据悉，2020年12月，新田煤矿被列入国家首批71处智能化示范煤矿建设名单。该矿运用5G、F5G、智能AI、机器人、云计算、大数据分析、数据融合等相关技术，按照标准高质量建成了信息基础设施、地质保障系统、掘进系统、采煤系统、主煤流运输系统、辅助运输系统、通风与压风系统、供电与供排水系统、安全监控系统、智能化园区与经营管理系统等十大板块内容，打造了5G/F5G网络通信，2个智能化综采，2个智能化综掘，部分地点实现机器人作业等4个样板工程。同时结合实际，扩展建设了基于4DGIS的智能协调设计系统，包括采矿协同设计系统、输配电地理信息系统、智能通风设计系统等软件系统，建立健全了智能化矿山运行管理机制，强力推行智能化常态运行考核，形成了新田煤矿智能化矿山保障体系，智能化建设走在了贵州省行业前列。
　　近年来，新田煤矿在智能化建设方面取得了可喜成绩。2021年6月，成功揭榜贵州省科技榜单“煤矿井下5G应用研究及示范”；2020年7月，1901智能化工作面月产突破10万吨；2021年6月，智能化操作员参加第21届全国煤炭行业矿山智能化建设技能竞赛获得铜奖；2021年4月，国务委员王勇到新田煤矿智能化综采工作面调研指导工作；2022年5月，“煤矿智能化关键技术研发和应用”成果经技术鉴定，总体达到了国际先进水平。"
陕煤集团开启“技融双驱”新赛道,https://www.cctd.com.cn/show-22-229085-1.html,2022-11-18,陕煤集团开启“技融双驱”新赛道,"来源：陕煤集团
					
					发布时间：2022-11-18 09:43:21
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近年来，陕煤集团立足新发展阶段，贯彻新发展理念，构建新发展格局，不断加强顶层设计，大力实施“技融双驱”的发展战略，开新图强，改革制胜，以创新驱动高质量发展，优化整合内部科技创新资源，多元借力国内国际资本，全力加速科技成果转化应用。
　　2021年4月，陕煤集团在西咸新区设立了集基础研究、技术开发、产业孵化、风险投资、众创空间和经济技术研究等六大功能为一体的“秦创原陕煤集团技融双驱创新中心”，该中心旨在围绕绿色清洁能源和新型高端材料等领域，构建具有陕煤特色的全链条科技创新体系。

位于西咸新区的秦创原国企创新中心
　　2022年3月，陕煤研究院成功入选国家“科改示范企业”名单，作为陕煤集团科技创新的主力军，积极贯彻落实集团公司“技融双驱”发展战略，充分依托“秦创原陕煤集团技融双驱创新中心”这一窗口和平台，注册成立了“秦岭科技创业投资有限公司”。秦岭科创投公司以专业投资管理运作模式，聚焦煤炭智能化开采和利用、高端化工、新能源、新材料等新兴领域，围绕全链条科技创新工作路径，深挖现有产业优势，实现自有技术的产业化、市场化，为有效整合系统内外资源、探索布局战略新兴产业强链补链。同时，通过对高新技术企业、专精特新小巨人创新型企业、传统优势企业提供综合性、全周期的金融及增值服务，助推科技成果高质量转化。目前，已在大尺寸触控、锂电池正负极材料、氢燃料电池核心技术和器件等方向储备了60余个拟投项目。

秦创原陕煤集团技融双驱创新中心
　　2022年11月，秦岭科创投公司成功在中基协登记为私募股权、创业投资基金管理人（机构登记编码：P1074122），成为陕煤集团科技研发板块首个国有全资控股的基金管理公司，为后续规范高效开展股权投资及基金管理业务奠定了坚实的基础。

中国证券投资基金业协会信息公示
　　秦岭科创投公司将紧密围绕陕煤集团产业发展重大战略部署，积极推进自主管理基金的募资、设立、投资等资本运作，深挖优质项目，撬动社会资本，做大做强基金管理规模，充分发挥陕煤集团在科技创新等方面的资源优势，推动产业链、创新链深度融合发展，为陕煤集团在高质量发展中始终保持国有资本优势和矢志跻身世界一流企业注入新动能、开启新赛道。（陕煤研究院）"
国家能源集团董事长刘国跃会见大唐集团董事长邹磊一行,https://www.cctd.com.cn/show-22-229081-1.html,2022-11-18,国家能源集团董事长刘国跃会见大唐集团董事长邹磊一行,"来源：国家能源集团
					
					发布时间：2022-11-18 09:42:51
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","11月15日，国家能源集团党组书记、董事长刘国跃在京会见来访的大唐集团党组书记、董事长邹磊，大唐集团总经理、党组副书记刘明胜一行，双方就进一步深化合作事宜深入交流。国家能源集团党组成员、副总经理冯树臣参加会见。
　　刘国跃简要介绍了国家能源集团生产经营及改革发展情况。他表示，国家能源集团认真学习贯彻党的二十大精神，坚决落实党中央国务院决策部署，坚定履行央企社会责任，充分发挥“煤电路港航”一体化优势，煤炭稳产稳价稳市、电力应发尽发满发，锚定双碳目标，加快转型发展，积极发挥保障能源供应“压舱石”和能源转型“排头兵”作用。希望双方进一步加强对接交流，深化在能源保供、清洁高效煤电、绿色低碳转型等方面的合作，为保障国家能源安全作出新的更大的贡献。
　　邹磊感谢国家能源集团长期以来给予大唐集团的帮助和支持。他表示，大唐集团与国家能源集团合作密切、成果显著。希望双方深化沟通交流，在能源供应、现代煤化工等领域开展深度合作，为能源行业高质量发展作出新的贡献。
　　刘明胜介绍了大唐集团生产经营情况。他表示，大唐集团与国家能源集团合作基础良好，合作前景广阔。希望双方在现有合作基础上，持续深化合作，进一步加强重点地区能源供应，携手开创互利共赢发展新局面。
　　集团公司总经济师，总部有关部门负责同志参加会见。"
技术创新 变废为宝,https://www.cctd.com.cn/show-112-229077-1.html,2022-11-18,技术创新 变废为宝,"来源：山西日报
					
					发布时间：2022-11-18 09:41:30
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，山西日报以《技术创新 变废为宝》为题，对山煤国际霍尔辛赫煤业创新应用覆岩离层注浆充填开采技术，安全“抠”出了长子焦化厂（废弃）及县城北外环公路下压的煤炭资源，蹚出了煤炭安全绿色高效开采的新途径的事迹进行了报道。
　　如何实现宝贵的煤炭资源“颗粒归仓”？山焦山煤霍尔辛赫煤业做出了有益探索。
　　今年年初，该煤业在五盘区3501工作面应用覆岩离层注浆充填开采技术，通过充填粉煤灰等废弃物，多采出价值约5.2亿元的优质煤炭47.5万吨，同时还有效防止了地面下沉危害地表建筑物。这一核心技术的攻克和创新应用，不仅实现了以废换“宝”，而且大幅提高了矿井的“含绿量”。
　　山煤霍尔辛赫煤业是山西焦煤集团动力煤保供矿井之一，“三下”（建筑物下、铁路下、水体下）煤炭资源量占比约50%，严重制约着矿井的资源开采和可持续发展。
　　针对“三下”压覆煤炭资源开采难题，山西焦煤联合安徽理工大学等科研院校开展关键技术攻坚，建立了“科技创新+工程设计+第三方数据监测”的霍尔辛赫技术推广应用新模式，并经过近半年反复调研、论证、试验，最终成功在霍尔辛赫矿井五盘区3501工作面创新应用覆岩离层注浆充填开采技术，安全“抠”出了长子焦化厂（废弃）及县城北外环公路下压的煤炭资源，蹚出了一条煤炭安全绿色高效开采的新途径。
　　自今年2月霍尔辛赫煤业开始回采，至6月10日该工作面完成末采回撤，经过55次监测和采后3个多月观测，地表建筑物对应的水平、倾斜及曲率等变形指标均满足国家对建筑物一级保护等级的规定要求。目前，该技术已在霍尔辛赫煤业和西山煤电屯兰矿成功应用。"
前10月国家铁路发运电煤12.2亿吨 同比增长15.5%,https://www.cctd.com.cn/show-39-229069-1.html,2022-11-18,前10月国家铁路发运电煤12.2亿吨 同比增长15.5%,"来源：人民网
					
					发布时间：2022-11-18 09:35:58
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","随着秋粮喜获丰收、北方陆续进入供暖季，煤炭、粮食运输需求不断攀升。记者从国家铁路局获悉，我国铁路部门全力保障煤炭、粮食等重要战略性物资运输，聚焦服务构建新发展格局、提升产业链供应链韧性和安全水平，为提升战略性资源供应保障能力积极贡献铁路力量。
　　据国家铁路局相关负责人介绍，铁路部门着眼有效市场和有为政府更好结合，加大监督协调力度、更好发挥政府作用，督促指导铁路运输企业开展电煤保供专项行动。
　　铁路运输企业积极行动，将运力资源向电煤运输倾斜，做到“充分满足、应装尽装”；紧密对接地方政府经济运行部门和电厂企业，用好主要煤运通道，大力组织西煤东运、北煤南运，优化调整运输方案，全力保通保畅。
　　中国铁路西安局集团公司统筹运输资源，提高电煤保供能力，要求运输调度部门从强化点线能力协调、打通枢纽通道、消除节点梗阻等方面优化运输组织措施，充分释放运能；中国铁路南宁局集团公司坚持向精细化要效率，科学制定措施，提升运输组织效率，精准制订运输计划，抓好排空和编组，通过高效的调度指挥和行车组织释放运能，确保电煤装得上、运得出。截至10月底，国家铁路今年累计发运煤炭17.4亿吨，同比增长9.8%，其中发运电煤12.2亿吨，同比增长15.5%。
　　该负责人表示，铁路部门着眼提升战略性资源供应保障能力，充分发挥铁路运输优势，为牢牢把握粮食安全主动权、端牢中国饭碗提供有力运输保障。加强与地方政府粮食和物资储备主管部门、粮食生产流通企业的沟通协调，动态掌握粮食收购、运输需求和市场保供运输需求；积极克服疫情、不良天气影响，开辟粮食运输绿色通道，加强劳力组织，确保粮食外运畅通无阻。
　　中国铁路沈阳局集团有限公司加大北粮南运组织力度，成立粮食运输指挥小组，协调空车、空箱调配工作，确保在车辆、集装箱紧张的情况下最大限度提供运能；中国铁路哈尔滨局集团公司积极开展秋粮货源调查，与粮食企业、农商对接，动态掌握企业运输需求、储备等情况，为企业提供“点对点”装车，确保满足北粮南运需求。截至10月底，国家铁路今年累计发运粮食9125万吨，日均装车4807车，均实现同比增长。"
安徽全力以赴做好煤炭增产增供,https://www.cctd.com.cn/show-176-229067-1.html,2022-11-18,安徽全力以赴做好煤炭增产增供,"来源：安徽日报
					
					发布时间：2022-11-18 09:34:48
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","进入冬季，能源需求持续增加，安徽省煤炭稳产保供与迎峰度冬将进入关键时期。 
　　安徽省能源局日前表示，安徽省将进一步强化煤炭生产安全的超前防控，提高监管效能，守好安全生产的“红线”“底线”。同时，全力以赴做好煤炭增产增供，保障发电供热等重点领域用煤需求，为安徽省能源保供和经济社会发展发挥支撑作用。 
　　安全，始终是煤炭生产的底线。今年以来，安徽省各煤矿在安全风险管控、重大灾害治理、采掘接续管理等方面取得了积极进步，一些好的做法得到国家矿山安监局的肯定和推广，全省煤矿安全生产形势总体稳定，已连续93个月没有发生较大以上生产安全事故，连续98个月没有发生瓦斯伤亡事故。全省安全生产周期超过1500天的煤矿有28处，占全省煤矿70%。 
　　虽然总体形势稳定，但仍有一定的风险与问题。据介绍，安徽省煤矿灾害重、井型大、开采深、条件复杂，随着开采向深部延伸，部分煤矿灾害升级叠加，灾害治理、安全管理难度不断加大，事故风险不断上升。当前，煤炭供应紧张、需求旺盛，随着经济逐步恢复，煤炭保供压力进一步加大，一些煤矿长期满负荷生产可能引发安全风险。在事故预防上，安徽省将严防采掘接续问题引发的重大风险，突出现场管理和设备安全管理，推动安全治理模式向事前预防转型；在监管上，实施精准规范执法，对灾害重、风险大、致灾因素普查不清楚、治理不到位、采掘接续紧张的矿井，加大执法力度，增加执法频次，严格执法各环节管理，规范执法全流程行为，做到执法方案细致、现场检查精准、处罚规范严格、隐患整改闭环。 
　　在保煤矿安全生产的同时，须保障能源供应。今年以来，全省煤炭企业克服了灾害、事故、疫情等多重不利因素影响，确保省内煤炭产量始终稳定在日均30万吨水平。目前，冬季已经来临，能源迎峰度冬已迫在眉睫，全国煤炭供应仍然处于紧平衡状态，再加上安徽省用电量需求大，安徽省能源局要求，要全力落实煤炭增产增供要求，统筹好生产与安全，在确保安全的前提下，组织好稳产保供工作。 
　　在增产增供方面，安徽省能源局要求各企业要对照《煤炭安全保供责任书》明确的日产目标，抓好“一矿一策”增产增供方案落实。同时，加大煤炭中长期合同签约履约力度，重点煤炭企业将进一步提高省内电煤中长期合同兑现力度；另一方面，未雨绸缪地做好应急煤炭储备，以应对极端天气和疫情可能造成的煤炭运输中断风险，保障电网安全和社会稳定。"
内蒙古鄂托克旗：科学有序做好煤炭保供,https://www.cctd.com.cn/show-176-229065-1.html,2022-11-18,内蒙古鄂托克旗：科学有序做好煤炭保供,"来源：央广网
					
					发布时间：2022-11-18 09:33:55
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","连日来，面对冬季保供用煤需求增加的形势，内蒙古鄂尔多斯市鄂托克旗多措并举稳产增效，保障煤炭充足供应。 
　　据了解，鄂托克旗地处全国三大优质焦煤生产基地之一，32座参与能源保供的煤矿全年总产能为3550万吨，日均生产原煤10万吨左右。经过洗选，中煤主要用于当地及周边地区电厂发电，精煤主要销往新疆、山西、山东、宁夏等地。 
　　鄂托克旗能源局能源发展促进中心副主任蒋平说：“保证疫情防控要求，在安全的前提下，我们让煤矿应产尽产，应销尽销。为了保障煤矿的重要生产物资，能顺利到达煤矿，我们实行点对点，全封闭的管理。”"
扩能改造持续 乌将铁路将迎来“高光时刻”,https://www.cctd.com.cn/show-39-229064-1.html,2022-11-18,扩能改造持续 乌将铁路将迎来“高光时刻”,"来源：中国日报网
					
					发布时间：2022-11-18 09:32:59
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","11月10日，准东站轨道车升弓、长鸣笛、开始向沙地方向滑行，标志着由中铁武汉电气化局承建的乌将铁路（北三台-将军庙段），接触网工程冷滑试验全面展开，为即将进行的接触网送电、热滑试验奠定了坚实的基础。 
　　乌将铁路全长约257公里，线路连接乌北站与准东煤田将军庙矿区。近年来，新疆铁路部门全力服务疆内龙头企业和电厂生产和供电煤炭需求，持续推进乌将铁路扩能改造工程，将一条铁路支线打造成疆煤运输的大通道，年运量由百万吨增长至2021年的5000万吨以上。 
　　今年以来，乌将铁路扩能改造、电气化改造相继完成，疆煤运输主要通道能力大幅提升。 
　　据了解，冷滑试验是一种在无电状态下对接触网进行检测的方法，通过机车受电弓滑行，对接触网进行动态试验检测，以确定导高变化是否平滑，各零部件及线岔等部位有无打弓、刮弓或脱弓等现象，确认是否满足设计和验收标准，也为下一步接触网送电、热滑等工作扫除隐患。 
　　据悉，乌将铁路作为新疆煤炭运输的主战场，此次冷滑试验全面展开标志着这条新疆煤炭运输主通道将迎来电气化“双线”运能运力的“高光时刻”，年货运发送量将从约5千万吨提高至1亿吨左右。此举将充分发挥铁路低碳运输优势，为满足沿线煤电、煤化工企业煤炭需求，推动疆煤外运战略以及助力新疆区域经济建设带来更大的发展机遇和鲜活的市场动力。"
山西省应急管理厅注销多家煤矿企业安全生产许可证,https://www.cctd.com.cn/show-108-229062-1.html,2022-11-18,山西省应急管理厅注销多家煤矿企业安全生产许可证,"来源：山西省应急管理厅
					
					发布时间：2022-11-18 09:30:29
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","山西省应急管理厅关于注销山西临县华润联盛黄家沟煤业有限公司等
煤矿企业（煤矿）安全生产许可证的公告
 
山西临县华润联盛黄家沟煤业有限公司等煤矿企业（煤矿）安全生产许可证有效期届满，且未申请办理延期手续，根据《煤矿企业安全生产许可证实施办法》（原国家安全生产监督管理总局令第 86 号）第二十九条第（四）项的规定，山西省应急管理厅决定注销山西临县华润联盛黄家沟煤业有限公司等煤矿企业（煤矿）的安全生产许可证（名单见附表）。
山西临县华润联盛黄家沟煤业有限公司煤矿企业（煤矿）的安全生产许可证正、副本从期满之日起作废。"
