字段1,字段1链接,字段2,详情标题,字段3,字段4
全国碳市场每日成交数据20230330,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=232329,2023-03-30,全国碳市场每日成交数据20230330,"来源：上海环境能源交易所
					
					发布时间：2023-03-30 16:51:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量8,830吨，成交额500,654.00元，开盘价56.70元/吨，最高价56.70元/吨，最低价56.00元/吨，收盘价56.70元/吨，收盘价较前一日上涨1.25%。今日大宗协议交易成交量300,000吨，成交额14,272,000.00元。今日全国碳排放配额（CEA）总成交量308,830吨，总成交额14,772,654.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量233,095,415吨，累计成交额10,661,974,419.34元。"
市场情绪延续弱势 沿海煤炭运价继续下行,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=232196,2023-03-30,,,
CCTD：晋陕蒙煤炭汽运价格速览（20230329）,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=652&id=232189,2023-03-30,CCTD：晋陕蒙煤炭汽运价格速览（20230329）,"来源：中国煤炭市场网
					
					发布时间：2023-03-30 10:18:48
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",
3月第三周内蒙古煤炭价格环比下降,https://www.cctd.com.cn/show-361-232187-1.html,2023-03-30,3月第三周内蒙古煤炭价格环比下降,"来源：内蒙古自治区商务厅
					
					发布时间：2023-03-30 10:15:28
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据商务部重要生产资料市场监测系统数据显示：3月11日-3月17日，从监测品种样本数据来看，内蒙古煤炭平均价格为854.6元/吨，环比下降0.9%，与上一年同期相比（下称同比）下降4.4%。其中无烟煤2号洗选块煤均价为822.9元/吨，环比下降1.4%，同比下降9.4%；动力煤发热量5000-5500大卡均价为746.3元/吨，环比下降1.4%，同比上涨0.1%；炼焦煤1/3焦煤均价为994.7元/吨，环比持平，同比下降2.4%。
　　内蒙古自治区商务厅表示，煤炭企业开工率增加，市场供应能力提升。随着电厂机组检修的开始，日耗下降、需求回落。气温回升，供暖企业采购减少，下游市场需求疲弱，交易活跃度低迷，部分贸易商及终端采购节奏放缓，共同拉动煤炭价格环比下降。预计近期煤炭市场运行稳定，价格将涨跌震荡运行。"
3月第三周陕西省煤炭均价微跌,https://www.cctd.com.cn/show-361-232185-1.html,2023-03-30,3月第三周陕西省煤炭均价微跌,"来源：陕西省商务厅
					
					发布时间：2023-03-30 10:13:34
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据商务部重要生产资料市场监测系统显示，3月11日至3月17日，陕西省煤炭均价1595.8元/吨，环比下跌1.2%。其中：烟煤1506.3元/吨，环比下跌1.3%；炼焦煤1888.5元/吨，环比下跌1.2%。三月中旬陕西供暖逐步停止，下游水泥、钢铁、化工需求恢复性增长，煤炭需求整体进入传统淡季，预计短期煤价或略有下降。
2023年第12周湖南煤炭市场价格小幅下跌,https://www.cctd.com.cn/show-361-232183-1.html,2023-03-30,2023年第12周湖南煤炭市场价格小幅下跌,"来源：湖南省商务厅
					
					发布时间：2023-03-30 10:11:43
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据湖南省商务厅对全省生产资料流通市场监测数据显示，2023年第12周（3月13日-19日），湖南省煤炭销售均价1221.17元/吨，下跌0.5%，同比下跌1.4%。分品种看，无烟煤销售均价1628.75元/吨，下跌1.1%，同比上涨5.2%；烟煤销售均价1017.38元/吨，下跌0.1%，同比下跌6%。
　　本周全省煤炭市场价格连续两周呈下跌态势，累计下跌0.6%。市场供应平稳，电煤市场进入季节性消费淡季，在长协煤的稳定供应下基本刚需采购，对价格的压制作用持续存在。
　　对后期煤炭市场价格走势的研判，从供应端看，“两会”结束后煤矿生产恢复正常，叠加进口煤的良好补充，后期煤炭市场供应将趋于宽松；从需求端看，工业用煤强于民用煤。一方面，随着工业经济逐步恢复，下游补库持续释放，工业用煤需求支撑明显。另一方面，湖南地区降雨开始呈增多趋势，水电出力逐渐增强，对电煤的替代作用改善；从成本端看，由于近期国际海运费持续上调，进口煤到岸成本有所增加。预计下周全省煤炭市场价格涨跌空间均有限，保持在中位线水平上下波动。"
3月第三周天津市煤炭价格整体趋稳,https://www.cctd.com.cn/show-361-232181-1.html,2023-03-30,3月第三周天津市煤炭价格整体趋稳,"来源：天津市商务局综合服务中心
					
					发布时间：2023-03-30 10:08:24
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据天津市市场运行监测数据显示，3月份第三周（3月13日-3月19日），天津市煤炭均价为732元/吨，环比持平。本周市场价格整体趋稳。煤价以波动为主，虽然海外大宗商品价格普遍出现了调整，影响短期板块情绪，但降准等政策依然有利于需求预期的修复。当前煤炭估值仍在低位，在央行降准的环境下，建议积极配置顺周期的弹性标的，以及具备价值重估基础。动力煤方面，因部分地区专项债下放，下游施工进度提升，水泥及化工等非电行业采煤增加，将助推煤价维持相对高位，虽临近淡季，经济复苏趋势确定性高，预计淡季不淡再现。炼焦煤方面，澳煤解禁短暂影响市场情绪，目前澳煤价格暂无明显优势，对国内焦煤冲击有限。
中国煤炭清洁转化高端（院士）论坛暨第五届中国兰炭产业高质量发展大会在神木举行,https://www.cctd.com.cn/show-176-232180-1.html,2023-03-30,中国煤炭清洁转化高端（院士）论坛暨第五届中国兰炭产业高质量发展大会在神木举行,"来源：陕煤集团
					
					发布时间：2023-03-30 10:01:41
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","3月28日，中国煤炭清洁转化高端（院士）论坛暨第五届中国兰炭产业高质量发展大会在神木成功举办。大会以“科技创新推进三化两基发展”为主题，旨在深入贯彻落实党的二十大精神，对标“双碳”目标，推动煤化工向高端化、多元化、低碳化发展。
　　中国煤炭工业协会名誉会长、煤炭工业技术委员会主任王显政，中国科协原副主席、中国工程院原副院长谢克昌院士，国务院参事、国家能源局原副局长吴吟等20多位院士、资深专家出席会议，重点针对低阶煤分质清洁高效利用和深度转化领域发展的相关政策和技术作了主旨报告。榆林市委常委、神木市委书记杨成林，中国煤炭工业协会副会长、中国煤炭学会理事长刘峰，陕煤集团党委委员、副总经理王世斌分别为大会致辞，中国煤炭加工利用协会理事长张邵强主持会议。陕煤集团党委书记、董事长杨照乾，神木市委副书记、市长段智博，副市长白永清等参加会议。
　　杨成林在致辞中表示，近年来，神木市深入实施“136”发展战略，加快能源化工高端化、多元化、低碳化发展，构建起了以煤转电、煤电载能、煤化工、煤基新型材料为主的能源经济发展格局，为促进能源行业提质增效、保障国家能源安全作出了重要贡献。作为产煤大县，神木市将以此次会议为重要契机，完整、准确、全面贯彻新发展理念，通过煤化工产业链延链补链强链，提高煤炭综合利用效率，加快煤炭清洁转化，努力在为国家能源革命破题中成功蹚出一条资源型城市绿色低碳发展的新路径。
　　刘峰指出，煤炭是我国的优势能源矿产，一直担负着支撑国民经济发展对能源的需求和保障国家能源安全的重要作用，煤炭行业必须加快向生产智能化、管理数字化、产业分工专业化、煤炭利用洁净化、低碳化转变，煤炭行业转型升级与高质量发展的要求更加迫切。榆林地区煤炭资源丰富，非常适合进行热解加工，经过数十年的发展，已经形成了独具特色的兰炭产业，并带动了低阶煤分质清洁高效利用的发展和创新。他对兰炭产业提出了要加快规模化、园区化发展，加大科技投入、加强联合攻关，健全相关产品和技术标准，加大兰炭化产的高值化利用等建议。他表示，未来，要持续深入推进煤炭清洁高效转化，完善煤化工企业发展规划，合理布局产业链，实现延链、补链、强链的高质量创新发展，加速建设具有全球竞争力的世界一流示范企业，为奋力实现第二个百年奋斗目标而不懈努力，走出一条具有中国特色和中国方案的新型能源保供体系和碳中和新路子。
　　王世斌代表陕煤集团在致辞中介绍了陕煤集团的产业格局、生产经营情况，以及在全省经济发展和产业升级中发挥的重要支撑作用。王世斌表示，陕煤作为煤炭行业智能化建设的先试先行者和创新推进者，以“数字驱动，智领未来，争创一流”为目标，全面加快“智能矿井、智慧矿区”建设工作，催化能源产业与数字化技术跨界融合，真正让智能化成为助推产业升级、赋能数字转型、实现高质量发展的根本保障，全面助推煤炭行业智能化建设工作实现新发展。在煤炭清洁高效利用方面，陕煤面对企业“零碳转型”方向，立足陕北储量丰富的低阶富油煤特点，坚持以煤炭分质高效清洁利用为龙头，提出了煤炭分质清洁高效多联产利用理念，并联合13家煤化工科研及设计单位，主导建设了国家能源煤炭分质清洁转化重点实验室，开展了大量核心关键技术攻关和产业化试验示范，并取得了一系列国际领先的产业技术成果。特别是首创的“陕煤—榆林版”煤制油和煤焦油全馏分加氢制环烷基油技术、全球在建最大的榆林化学煤炭分质利用制化工新材料项目等新成果，展示了新时期陕煤“矢志跻身世界一流企业”的情怀与担当。着眼中长期发展，陕煤立志到2030年，奋力实现“六个1”远景目标，全面跻身世界一流企业。
　　陕煤集团党委委员、副总经理尚建选在会上作了题为《新形势下低阶煤清洁转化技术进展与工程方案分析》的主旨报告，围绕煤炭清洁高效利用在我国新型能源体系构建中的历史责任、陕煤集团煤炭分质高效转化关键技术进展、陕煤集团煤炭绿色低碳开发利用发展规划三个方面进行了讲解。他指出，陕煤集团立足陕北储量丰富的低阶富油煤特点，系统性地提出低阶煤分质清洁转化多联产利用的理念，针对关键科学和技术问题，创立了低阶煤分质清洁高效转化技术开发系统，先后搭建了一批科研平台，并以企业为主体的产学研结合为支撑，开展了大量关键核心技术攻关，按阶段、分步骤稳妥推进工程化开发，建成一批工业示范项目，取得了一系列科技成果。未来，陕煤集团将基于资源技术优势和产业基础，以低阶煤分质清洁高效转化多联产为主线，面向国家重大战略需求，加快新一代技术研发和产业化示范进程，积极构建低阶煤分质利用资源开发、技术标准和产业发展体系，助推“双碳”目标稳妥达成。
　　此次大会由中国煤炭工业协会、中国煤炭加工利用协会、神木市人民政府、陕煤集团主办，神木市兰炭产业办（服务中心）、陕煤集团神木煤化工产业有限公司、中国煤炭加工利用协会煤炭转化分会和兰炭分会、北京泛地能源咨询中心承办。会议旨在推动我国低阶煤分质清洁高效利用和兰炭产业的高质量发展，为我国大量的低阶“富油煤”寻求新的深加工清洁高效利用途径，中国煤炭加工利用协会及其兰炭分会，连续在神木市举办了五届相关专题活动。几年来，在各相关政府部门的大力支持下、在全国150多家兰炭会员企业的共同努力下，活动对引导兰炭企业加快产业升级、环保治理、集约化发展，对推动兰炭进入散煤清洁化治理、进入高炉喷吹、进入民用烧烤等新的应用领域，对推动整个低阶煤分质利用技术的进步和示范项目建设、对引导社会舆论正确认识兰炭都发挥了重要作用。"
开滦集团召开法务和法治建设推进会议,https://www.cctd.com.cn/show-22-232179-1.html,2023-03-30,开滦集团召开法务和法治建设推进会议,"来源：开滦集团
					
					发布时间：2023-03-30 10:00:51
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","3月28日，开滦集团召开法务和法治建设推进会议，总结近两年法务和法治建设工作，对进一步推进法务和法治建设工作进行了安排，传达解读《河北省国资委监管企业合规管理办法》和《开滦法治建设实施方案（2023-2025）》。
　　会议指出，近两年，开滦集团全体法务人员融入中心，服务大局，扛起主责，实干苦干，“进”的步伐逐步加快，“改”的效果正在彰显，“干”的氛围越来越浓，优质高效地开展各项法务工作、推进法治建设，为开滦集团高质量发展提供了坚强支撑。
　　会议强调，全体法务人员要积极躬身入局五个中国式现代化开滦场景建设之中，做实做优“四篇文章”，强力推进法务工作和法治建设。要进一步优化顶层设计，注重学懂弄通，加强组织领导，坚持紧盯重点；要进一步健全领导责任、依法治理、规章制度、工作职责等工作体系；要进一步用活人力资源，加速法务人员选拔培养，选好用好外部律师，探索建立法务资源统筹工作机制；要进一步培塑法治文化，提炼法治文化理念，大力弘扬法治精神，讲好开滦法治故事，发挥教育警示作用。"
今年煤炭需求将保持适度增加,https://www.cctd.com.cn/show-176-232178-1.html,2023-03-30,今年煤炭需求将保持适度增加,"来源：经济日报
					
					发布时间：2023-03-30 09:59:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","3月28日，中国煤炭工业协会发布《2022煤炭行业发展年度报告》(下称《报告》)显示，2022年全国原煤产量45.6亿吨，创历史新高。截至2022年12月末，全国煤炭企业存煤6600万吨，同比增长26.6%；全国统调电厂存煤1.75亿吨，同比增长6%，6月份以来存煤量持续保持在1.7亿吨以上的历史高位。
　　行业效益方面，《报告》指出，2022年全国规模以上煤炭企业营业收入4.02万亿元，同比增长19.5%；利润总额1.02万亿元，同比增长44.3%。前5家、前10家大型煤炭企业利润占规模以上煤炭企业利润总额的比重分别达到25.9%和33.6%，经济效益进一步向资源条件好的企业集中。初步分析，大型企业原煤产量占全国规模以上煤炭企业的67.4%，利润总额仅占全行业的41.8%。行业发展不平衡，产业链各环节和煤矿生产区域利润分布不均衡的问题突出。
　　中国煤炭工业协会政策研究部主任郭中华介绍，受国际能源价格大涨等多重因素叠加影响，2022年二季度以后，煤炭市场现货价格呈现高位波动态势，年内价格峰谷差达到900元/吨左右；10月份以后，随着我国动力煤供需形势逐步改善、煤炭进口快速恢复，动力煤市场价格持续下行，年末北方港口动力煤市场价格较年内高点下降500元/吨，并继续向合理区间回归。
　　值得注意的是，煤炭中长期合同制度彰显稳价作用。2022年动力煤中长期合同(5500大卡下水煤)全年均价为722元/吨，同比上涨73元/吨，年内峰谷差在9元/吨左右发挥了煤炭市场的“稳定器”作用。
　　展望2023年，郭中华分析，从煤炭需求看，中央经济工作会议部署2023年经济工作时要求坚持“稳字当头、稳中求进”，继续实施积极的财政政策和稳健的货币政策，加大宏观政策调控力度，推动经济运行整体好转，实现质的有效提升和量的合理增长，发挥煤炭主体能源作用，推进煤炭清洁高效利用，将带动国内煤炭消费保持增长。同时，国家推动发展方式绿色转型，加快规划建设新型能源体系，实施新能源和可再生能源替代，钢铁、建材等主要耗煤行业需求或有所减弱。预计2023年煤炭需求将保持适度增加。
　　从煤炭供应看，中央经济工作会议要求加强重要能源矿产资源国内勘探开发和增储上产，积极扩大能源资源等产品进口。全国能源工作会议要求全力提升能源生产供应保障能力，发挥煤炭兜底保障作用，夯实电力供应保障基础。预计我国将继续释放煤炭先进产能，推进煤矿产能核增和分类处置，推动在产煤矿稳产增产、在建煤矿投产达产，晋陕蒙新黔等煤炭主产区产量继续增加，大型智能化煤矿生产效率提高、生产弹性增强。预计2023年我国煤炭产量将保持增长、增幅回落。煤炭进口形势逐步改善，进口煤进一步发挥调节补充国内煤炭市场的积极作用。
　　《报告》综合判断，2023年全国煤炭供给体系质量提升、供应保障能力增强，煤炭中长期合同覆盖范围扩大，中长期合同履约监管继续加强，市场总体预期稳定向好，煤炭运输保障能力持续提升，预计煤炭市场供需将保持基本平衡态势。但当前国际能源供需形势依然错综复杂，加之受地缘政治冲突、极端天气、水电和新能源出力情况、安全环保约束等不确定因素影响，区域性、时段性、品种性的煤炭供需矛盾依然存在。"
淮北矿业集团下属成达公司陶忽图煤矿获得采矿许可证,https://www.cctd.com.cn/show-22-232177-1.html,2023-03-30,淮北矿业集团下属成达公司陶忽图煤矿获得采矿许可证,"来源：淮北矿业集团
					
					发布时间：2023-03-30 09:58:45
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","3月28日获悉，内蒙古自治区自然资源厅、鄂尔多斯市自然资源局向淮北矿业集团下属成达矿业有限公司颁发了陶忽图煤矿采矿许可证。这标志着淮北矿业集团下属成达公司陶忽图煤矿项目报批工作继取得项目核准和环评报告批复后，又一次取得实质性突破。
　　为加快推进陶忽图煤矿采矿权办理进度，成达公司广大干部职工坚定信心、起而行之，分工明确，迎难而上，推动陶忽图煤矿采矿权新立申请文件于2022年8月逐级上报至自治区，经自治区自然资源厅完成业务部室会签程序，后因呼和浩特市疫情等因素一度影响办理进度。2023年以来，在淮北矿业集团的大力支持下，充分协调各方关系，凝聚每一份力量，紧盯关键环节，加大攻坚拔寨力度，推动陶忽图煤矿探转采事宜于3月6日作为自治区副主席专题会议唯一议题研究通过，3月16日获得自治区主席办公会同意，至3月28日完成全部办理程序，顺利获得陶忽图煤矿采矿许可证，为下一步正式开工建设奠定坚实基础。
　　据悉，陶忽图煤矿矿区面积71.3461平方公里，总资源储量14.2902亿吨，核定生产规模800万吨/年。该矿正式生产后可为煤炭市场稳价保供每日释放优质产能2.2万吨。
　　成达公司在大力推进项目报批的同时，积极协调理顺股权关系，于2023年3月上旬顺利完成新股东增资入股工作，3月13日完成工商变更。目前，淮北矿业股份有限公司持股比例37.94%，奇瑞控股集团有限公司持股比例36.45%，鄂尔多斯市能源投资开发有限公司持股比例25.61%。这将有利于加快推进陶忽图煤矿建设，推动淮北矿业集团正式迈入高质量发展的快车道。"
湄洲湾港东吴港区煤炭吞吐量激增,https://www.cctd.com.cn/show-41-232175-1.html,2023-03-30,湄洲湾港东吴港区煤炭吞吐量激增,"来源：福建日报
					
					发布时间：2023-03-30 09:56:11
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，巴拿马籍大型煤炭船舶“正豪”轮靠泊莆田东吴港区东1^#泊位，卸货7.1万吨。今年1-2月，共有148艘次大型煤炭运输船舶进出东吴港区，煤炭吞吐量487.18万吨，同比增长50.12%，实现“开门红”。 
　　作为湄洲湾港的重要组成部分，东吴港区由东吴、罗屿、盘屿3个作业区和湄洲岛作业点组成，共规划形成码头岸线11.0公里，布置泊位38个（其中万吨级以上深水泊位37个），形成综合通过能力11148万吨，重点发展煤炭、矿石等大宗干散货运输。 
　　据了解，运往东吴港区的煤炭主要是来自印度尼西亚及我国秦皇岛、曹妃甸等地的电煤，除了供应莆田境内的湄洲湾火电厂，还通过水水转运、水铁联运等方式，输送至福州及浙江、广东等周边地区的火电厂，为企业生产和居民生活提供能源保障。"
山西省工信厅召开全省钢铁产业形势研判座谈暨银企对接会,https://www.cctd.com.cn/show-18-232174-1.html,2023-03-30,山西省工信厅召开全省钢铁产业形势研判座谈暨银企对接会,"来源：山西省工信厅
					
					发布时间：2023-03-30 09:55:26
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","山西省工信厅消息，为全面了解山西省钢铁企业经营运行情况，帮助企业解决融资困难等问题，2023年3月23日，山西省工信厅原材料工业处会同合作处组织召开了全省钢铁产业形势研判座谈暨银企对接会。各市工信局、省钢铁行业协会、进出口银行、建行银行、渤海银行、山西银行负责同志，各钢铁企业代表参加会议。 
　　会议共分为两个阶段进行。首先，各市工信局总结了2022年本市钢铁企业生产经营情况，分析了2023年第一季度运行情况及存在的困难，结合当前实际情况做了认真研判。省钢铁行业协会会长围绕钢铁企业高质量发展、环保超低排放等做了发言。会议第二阶段，各有关银行解读了融资贷款政策和工作程序，各钢铁企业分别介绍了转型升级项目和资金需求情况，双方就融资贷款事宜进行了座谈。 
　　下一步，山西省工信厅将持续加大服务企业力度，梳理企业面临的困难和问题，建立专项工作机制，与各市工信部门、各银行机构协同发力，帮助企业解决项目资金贷款问题，助力山西省钢铁行业实现高质量发展。 
　　3月22日，发展改革委经济运行调节局负责同志带队赴煤炭工业规划设计研究院开展调研，研究做好煤炭清洁高效利用、推动煤炭行业高质量发展等相关工作。调研组认真听取了当前煤规院在清洁低碳、绿色能源等领域的最新研究成果。双方围绕如何在更好保障国家能源安全的大背景下，加快推动煤炭全产业链清洁高效利用等方面进行了深入交流。"
央企专业化整合项目集中签约,https://www.cctd.com.cn/show-176-232173-1.html,2023-03-30,央企专业化整合项目集中签约,"来源：新华社
					
					发布时间：2023-03-30 09:54:33
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","3月29日，国务院国资委举行中央企业集中签约仪式，11组专业化整合项目集中签约。
　　签约项目既涉及清洁发电、矿产资源等重要关键领域，也涉及生态环保、医疗康养等与民生紧密联系产业。既有央企间的资源整合，也有央地间的协同发展，具有很强的代表性和示范性。
　　来自国资委的信息显示，中央企业专业化整合纵深推进、全面提速，2022年累计实施专业化整合项目1272个。其中，央企内部资源整合项目803个、央企间整合项目154个、央地整合项目138个、外部资源整合项目177个。"
CCTD：煤炭价格见底了吗？,https://www.cctd.com.cn/show-42-232170-1.html,2023-03-30,CCTD：煤炭价格见底了吗？,"来源：中国煤炭市场网
					
					发布时间：2023-03-30 09:45:46
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近期煤炭市场进入传统淡季，下游采购意愿不强，产地及港口市场价格出现小幅松动，市场预期本周大企业外购价格或有小幅下跌，但昨日大企业公布的外购价格继续持平，一定程度上超出市场预期。昨日晚间小部分产地销售仍较好的煤矿也是借势上调了10-20元/吨。不过，从今日的市场反馈来看，提振作用较为有限，主产区煤矿价格仍是以稳中有跌为主，下跌幅度多集中在10-30元/吨。
　　当前市场价格仍较脆弱，4月份传统淡季价格仍有下行压力，短期煤炭市场言底尚早。
　　一是北港库存再度攀升，沿海煤炭市场供应宽松。尽管临近大秦线春季集中检修，但北方港口高库存格局也并未改变，当前环渤海港口库存再度逼近2700万吨关口，其中秦皇岛港煤炭库更是向上突破620万吨，各港口检修前库存较为充裕。
　　二是市场淡季特征明显，下游采购积极性不高。随着传统电煤消费淡季的来临，我国沿海电厂煤炭日耗整体偏弱，主要沿海电厂负荷率呈现下降趋势，电煤需求淡季特征明显。同时，在市场信心偏弱情况下，非电终端也多维持低库存运行，市场采购积极性明显不足。本周环渤海港口锚地船舶数量跌至90艘左右水平，短期采购需求并不乐观。
　　整体来看，当前港口货源成本较高、大秦线临近春季检修以及印尼进入斋月影响发运等因素仍对价格有支撑，上下游博弈心态较明显。不过，传统淡季煤炭市场供需趋于宽松，短期价格并不具备上行的动力，多重利空压制下短期或继续以小幅阴跌为主。4月初国内降雨偏多，关注对终端日耗、水电出力的影响，以及后期港口库存去化速度。（作者：徐星河）"
2022年淮北矿业净利润同比增长42.83％,https://www.cctd.com.cn/show-22-232169-1.html,2023-03-30,2022年淮北矿业净利润同比增长42.83％,"来源：淮北矿业
					
					发布时间：2023-03-30 09:41:35
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","淮北矿业3月28日晚间发布2022年年报。报告期内实现营业收入690.62亿元，同比增长5.52%；归属于母公司净利润70.10亿元，同比增长42.83%；每股收益2.83元，同比增长35.41%。公司拟每10股拟派发现金股利10.50元。 
　　年报表示，业绩大幅提升的主要原因是煤炭行业景气度延续、价格相对高位运行等因素影响，公司煤炭板块盈利同比出现较大增长。 
　　报告期内商品煤产量2290.28万吨，与上年同期相比增加32.73万吨，增幅1.45%；销售商品煤1882.36万吨（不含内部自用），与去年同期比减少93.52万吨，降幅4.73%，主要是公司内部自用增加。 
　　分煤种来看，2022年公司炼焦煤产量1129.20万吨，约占公司商品煤产量50%；动力煤产量619.57万吨，约占27%；中煤产量246.52万吨，煤泥产量294.75万吨。 
　　报告期内生产焦炭368.92万吨，与上年同期相比减少40.72万吨，降幅9.94%；销售焦炭374.78万吨，比同期减少32.80万吨，降幅8.05%；焦炭平均销售价格2900.82元/吨（不含税），同比增加255.10元/吨。生产甲醇37.65万吨，与上年同期相比增加3.38万吨，增幅9.86%；销售甲醇36.18万吨，同比增加1.74万吨，增幅5.06%；甲醇平均销售价格2330.21元/吨（不含税），同比增加70.88元/吨。 
　　年报显示，2022年上市公司新建5座智能化煤矿、13个智能化采煤工作面、4个智能化掘进工作面、4条盾构作业线，杨柳矿、信湖矿分别被评为国家级、省级智能化示范矿井，涡北选煤厂被评为安徽省智能化工厂；化工产业提档升级，延链项目加快实施，年产50万吨甲醇顺利投产，年产60万吨无水乙醇、10万吨DMC和驰放气制备高纯氢等一批项目陆续开工建设，高端化、多元化、低碳化发展迈出坚实步伐，其中年产60万吨无水乙醇项目预计2023年底建成。此外，公司非煤矿山资源收储步伐加快，全年收储1.57亿吨；绿色发展加快推进，信湖矿获评“国家级绿色矿山”，雷鸣科化所里东山矿获评“安徽省绿色矿山”。 
　　年报表示，从全国煤炭行业看，2022年在国家保供增产政策下，原煤产量增长至44.96亿吨，煤炭供给能力大幅增强。但是，长时间高负荷生产下，煤矿安全更应警惕，预计2023年煤矿安全监察力度将进一步提高，短期煤炭阶段性供应紧张的情况可能反复出现。综合判断，2023年煤炭供需均强，整体均衡，但仍存在阶段性供需紧张，中长期维度下煤炭仍将维持景气。 
　　2023年，淮北矿业计划商品煤产量2330万吨，焦炭产量415万吨；营业收入747亿元，归母净利润70.77亿元。 
　　具体项目方面，淮北矿业将加快陶忽图矿井建设，增强主业发展后劲，同时力推化工产业延链。在新型煤化工方面，公司将加快推进无水乙醇、DMC、驰放气制氢等项目建设，同时积极调研谋划新项目，不断增粗拉长产业链，进一步提高核心竞争力和产品附加值。民爆化工方面，围绕民爆产品、爆破服务、矿山开采、绿色建材一体化产业链条，深耕细作“绿色矿山”“绿色建材”产业。力推战新产业补链，加快推进“运贸一体化、港航一体化、贸园一体化”，实施“公转水”“公转铁”、集装箱多式联运，实现物流产业提质增效；大力发展智能建造和装配式建筑业务，依托工程建设公司建筑特级资质和市场优势，加快推进装配式钢结构智能建造项目建设；依托资源优势加快布局新能源，扩大绿电规模。"
