字段1,字段1链接,字段2,详情标题,字段3,字段4
陕煤入渝发运量再创新高 2022年达1798.3万吨,https://www.cctd.com.cn/show-22-230539-1.html,2023-01-20,陕煤入渝发运量再创新高 2022年达1798.3万吨,"来源：陕煤集团
					
					发布时间：2023-01-20 10:41:47
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据陕煤运销集团统计数据显示，2022年陕煤入渝发运量1798.3万吨，同比增长13.2%，入渝年度发运量创下历史新纪录，有效保障了重庆地区电力和重点工业企业煤炭需求，为区域经济发展注入了“陕煤力量”。 
　　自2016年渝陕能源战略合作启动以来，7年来陕煤入渝累计运量超过7000万吨，对区域能源保供稳价和煤炭市场平稳运行发挥了“压舱石”和“稳定器”作用，促进了重庆市经济稳步发展。 
　　特别是，去年面对重庆市迎峰度夏期间遭遇极端高温、最高电力负荷、最大电力缺口的电力电煤保供严峻形势，以及迎峰度冬时期水电量不足、外购电资源紧张等多重因素影响，运销集团贯彻落实渝陕合作决策部署，坚守承诺，诚信践约，全力协同各入渝保供单位，全力组织资源运力，强化入渝煤炭保供，与重庆市携手做好抗疫、迎峰度夏度冬等关键时期煤电保供，实现了入渝规模和体量的不断扩大，有效保障了重庆能源安全和经济稳定。 
　　据了解，2023年，根据渝陕双方战略合作规划，预计将有1900万吨陕煤入渝，将持续保障区域能源需求，助力区域经济发展。"
2022年辽宁省原煤产量3158.1万吨 同比增长1.3%,https://www.cctd.com.cn/show-361-230537-1.html,2023-01-20,2022年辽宁省原煤产量3158.1万吨 同比增长1.3%,"来源：辽宁省统计局
					
					发布时间：2023-01-20 10:40:51
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","辽宁省统计局数据显示，2022年，辽宁省规模以上工业企业主要能源产品产量中，原煤产量增长，原油产量下降，天然气产量增长，原油加工量下降，发电量下降。 
　　原煤产量3158.1万吨，同比增长1.3%；原油产量984.1万吨，同比下降6.8%；天然气产量8.4亿立方米，同比增长6.4%；原油加工量9738.8万吨，同比下降6.3%；汽油和煤油产量分别下降20.3%和19.4%，柴油产量增长12.3%；发电量2119.7亿千瓦小时，同比下降2.8%。"
预计2022年营口港全年煤炭吞吐量达到1820万吨,https://www.cctd.com.cn/show-41-230536-1.html,2023-01-20,预计2022年营口港全年煤炭吞吐量达到1820万吨,"来源：人民日报
					
					发布时间：2023-01-20 10:39:44
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","截至2022年11月末，辽宁全省沿海港口去年累计完成煤炭接卸5450万吨，铁路完成煤炭运输4816万吨，33家统调电厂累计存煤690万吨，同比增长25.7%。 
　　“预计2022年营口港全年煤炭货种吞吐量达到1820万吨，比2021年增加80万吨。”辽港集团营口港散货码头有限公司生产业务经理张宏典介绍，营口港的煤炭供给营口周边的钢厂、热电厂以及辽宁、吉林、黑龙江等地的用煤企业。 
　　进入冬季，由于供暖和发电双项叠加，东北地区煤炭用量大幅增加，港口承担着保产保供的重要职责。“以营口地区的热电厂为例，中国华能集团旗下的3家企业2022年12月预计采购到港的煤炭在40万吨左右，比夏季每月的平均量翻了一番。”张宏典说。 
　　辽宁省交通运输厅厅长冯万斌介绍，为确保全省能源安全保供、经济平稳运行、群众温暖过冬，辽宁省交通运输系统强化运输组织衔接，加强全省港口电煤运行监测和分析研判，最大限度释放港口煤炭接卸能力，对煤炭运输船舶采取优先进出港、优先引航、优先靠泊、优先装卸，确保煤炭港口集疏运体系高效运行，着力提高电煤铁路运输组织和装卸效率，全力保障供电供热煤炭等能源物资运输。"
中电联：2022年三大产业全社会用电量同比均增,https://www.cctd.com.cn/show-19-230535-1.html,2023-01-20,中电联：2022年三大产业全社会用电量同比均增,"来源：中电联统计与数据中心
					
					发布时间：2023-01-20 10:38:11
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年1-12月，全社会用电量同比增长，第一产业和城乡居民生活用电量保持两位数增长；工业和制造业用电增速低于全社会平均水平；化工和有色行业用电正增长，建材和黑色行业用电负增长。
一、全社会用电情况
1-12月，全国全社会用电量86372亿千瓦时，同比增长3.6%。
分产业看①，1-12月，第一产业用电量1146亿千瓦时，同比增长10.4%；第二产业用电量57001亿千瓦时，同比增长1.2%；第三产业用电量14859亿千瓦时，同比增长4.4%；城乡居民生活用电量13366亿千瓦时，同比增长13.8%。

2021、2022年分月全社会用电量及其增速
二、分地区用电情况
1-12月，东、中、西部和东北地区②全社会用电量分别为40305、16488、25037和4542亿千瓦时，增速分别为2.4%、6.7%、4.2%和0.8%。
1-12月份，除辽宁、广西、新疆和上海外，其他省份全社会用电量实现正增长，有18个省份全社会用电量增速超过全国平均水平，依次为：西藏（17.4%）、云南（11.8%）、安徽（10.2%）、宁夏（7.9%）、青海（7.6%）、河南（7.2%）、湖北（7.1%）、江西（6.5%）、陕西（6.3%）、内蒙古（6.1%）、四川（5.3%）、浙江（5.2%）、重庆（4.7%）、黑龙江（4.6%）、山西（4.3%）、江苏（4.2%）、北京（3.9%）和湖南（3.8%）。
三、工业和制造业用电情况
1-12月，全国工业用电量56000亿千瓦时，同比增长1.2%，占全社会用电量的比重为64.8%。
1-12月，全国制造业用电量42414亿千瓦时，同比增长0.9%。其中，四大高载能行业用电量合计23019亿千瓦时，同比增长0.3%；高技术及装备制造业③用电量9159亿千瓦时，同比增长2.8%；消费品制造业④用电量5501亿千瓦时，同比下降1.7%；其他制造业⑤行业用电量4734亿千瓦时，同比增长3.5%。
四、高载能行业用电情况
1-12月，化工行业用电量5461亿千瓦时，同比增长5.2%；建材行业用电量4017亿千瓦时，同比下降3.2%；黑色金属冶炼行业用电量6090亿千瓦时，同比下降4.8%；有色金属冶炼行业用电量7452亿千瓦时，同比增长3.3%。

2021、2022年重点行业分月用电量情况
注释：
① 从2018年5月份开始，三次产业划分按照《国家统计局关于修订<三次产业划分规定(2012)>的通知》（国统设管函〔2018〕74号）调整，为保证数据可比，同期数据根据新标准重新进行了分类。
② 东部地区包括北京、天津、河北、上海、江苏、浙江、福建、山东、广东、海南10个省（市）；中部地区包括山西、安徽、江西、河南、湖北、湖南6个省；西部地区包括内蒙古、广西、重庆、四川、贵州、云南、西藏、陕西、甘肃、青海、宁夏、新疆12个省（市、自治区）；东北地区包括辽宁、吉林、黑龙江3个省。
③ 高技术及装备制造业包括：医药制造业、金属制品业、通用设备制造业、专用设备制造业、汽车制造业、铁路/船舶/航空航天和其他运输设备制造业、电气机械和器材制造业、计算机/通信和其他电子设备制造业、仪器仪表制造业9个行业。
④ 消费品制造业包括：农副食品加工业、食品制造业、酒/饮料及精制茶制造业、烟草制品业、纺织业、纺织服装/服饰业、皮革/毛皮/羽毛及其制品和制鞋业、木材加工和木/竹/藤/棕/草制品业、家具制造业、造纸和纸制品业、印刷和记录媒介复制业、文教/工美/体育和娱乐用品制造业12个行业。
 
⑤ 其他制造行业为制造业用电分类的31个行业中，除四大高载能行业、高技术及装备制造业、消费品行业之外的其他行业，包括：石油/煤炭及其他燃料加工业、化学纤维制造业、橡胶和塑料制品业、其他制造业、废弃资源综合利用业、金属制品/机械和设备修理业6个行业。"
节前运力需求较低 沿海煤炭运价低位徘徊,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=230530,2023-01-19,,,
全国碳市场每日成交数据20230119,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=230601,2023-01-19,全国碳市场每日成交数据20230119,"来源：上海环境能源交易所
					
					发布时间：2023-01-19 15:22:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量100吨，成交额5,600.00元，开盘价56.00元/吨，最高价56.00元/吨，最低价56.00元/吨，收盘价56.00元/吨，收盘价与前一日持平。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量100吨，总成交额5,600.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量229,935,033吨，累计成交额10,489,509,239.54元。"
胡汉舟：能源保供能力稳步提升 能源消费结构持续优化,https://www.cctd.com.cn/show-16-230529-1.html,2023-01-19,胡汉舟：能源保供能力稳步提升 能源消费结构持续优化,"来源：中国经济网
					
					发布时间：2023-01-19 10:28:10
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年，面对复杂严峻的国内外形势，能源领域深入贯彻落实党中央、国务院决策部署，以保障能源安全稳定供应为首要任务，立足国情，着力增强国内能源生产保障能力，充分发挥煤炭主体能源作用，不断提升油气勘探开发力度，大力发展多元清洁供电体系，有力保障了经济社会稳定发展和持续增长的民生用能需求。随着能源绿色低碳转型持续推进，非化石能源消费比重显著提高。
　　一、能源生产稳步增长
　　2022年，规模以上工业 煤油气电等主要能源产品生产均保持增长，能源供应保障能力稳步提升。
　　原煤生产较快增长，产量创历史新高。煤炭生产企业在确保安全的前提下有序释放先进产能，圆满完成保供增供任务。2022年，规模以上工业原煤产量45.0亿吨，创历史新高；比上年增长9.0%，增速比上年加快4.3个百分点。
　　原油产量继续回升，天然气持续增产。油气生产企业持续加强勘探开发和增储上产，提升油气自给能力。2022年，规模以上工业原油产量20467万吨，比上年增长2.9%，2016年以来首次回升至2亿吨以上；天然气产量2178亿立方米，比上年增长6.4%，连续6年增产超100亿立方米。
　　电力生产平稳有序，清洁能源发电占比提高。电力生产企业切实履行发电保供责任，全力保障用电需求。2022年，规模以上工业发电量8.4万亿千瓦时，比上年增长2.2%。其中，火电增长0.9%；水电、核电、风电和太阳能发电等清洁能源发电增长5.3%，占全部发电量比重比上年提高0.9个百分点。
　　二、能源进口有所下降
　　根据海关总署快讯数据，2022年进口煤炭2.9亿吨，比上年下降9.2%；进口原油50828万吨，比上年下降0.9%；进口天然气10925万吨，比上年下降9.9%。
　　三、能源消费结构持续优化
　　初步测算，2022年能源消费总量比上年增长2.9%。非化石能源消费占能源消费总量比重较上年提高0.8个百分点，煤炭比重提高0.2个百分点，石油比重下降0.6个百分点，天然气比重下降0.4个百分点。（作者：国家统计局能源统计司司长 胡汉舟）"
12月份内蒙古煤炭价格环比下降8.3%,https://www.cctd.com.cn/show-361-230527-1.html,2023-01-19,12月份内蒙古煤炭价格环比下降8.3%,"来源：内蒙古自治区商务厅
					
					发布时间：2023-01-19 10:23:59
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年12月份受疫情防控、原油价格变化，农业生产进程和建筑工程进展等因素影响，煤炭价格环比下降。据内蒙古自治区商务厅生产资料市场监测系统数据显示，12月份内蒙古煤炭平均价格为868.65元/吨，环比下降8.3%，与去年同一时期相比（下称同比）上涨1.8%。其中无烟煤2号洗选块煤均价为931.23元/吨，环比下降12.8%，同比下降2.9%；动力煤发热量5000-5500大卡煤均价为669.72元/吨，环比下降6.1%，同比上涨6.5%；炼焦煤1/3焦煤均价为1004.99元/吨，环比下降5.3%，同比上涨3.5%。
　　内蒙古自治区商务厅表示，煤炭保供力度加大，各地企业生产能力提升，市场供应能力增强。下游市场需求疲弱，交易活跃度低迷，共同拉动煤炭价格环比下降。预计近期煤炭市场运行稳定，价格仍将保持高位运行。"
商务部：上周全国煤炭价格小幅波动,https://www.cctd.com.cn/show-361-230525-1.html,2023-01-19,商务部：上周全国煤炭价格小幅波动,"来源：商务部市场运行和消费促进司
					
					发布时间：2023-01-19 10:19:26
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据商务部监测，上周（1月9日至15日）全国煤炭价格小幅波动，其中炼焦煤、动力煤每吨1493元和953元，分别下降0.8%和0.4%，二号无烟块煤每吨1637元，上涨1.4%。
　　钢材价格略有上涨，其中螺纹钢、普通中板、高速线材每吨4253元、4479元和4460元，分别上涨0.9%、0.9%和0.7%。"
CCTD：晋陕蒙煤炭汽运价格速览（20230118）,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=652&id=230524,2023-01-19,CCTD：晋陕蒙煤炭汽运价格速览（20230118）,"来源：中国煤炭市场网
					
					发布时间：2023-01-19 10:15:58
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",
关于降低和撤消煤矿一级安全生产标准化等级的公告,https://www.cctd.com.cn/show-108-230522-1.html,2023-01-19,关于降低和撤消煤矿一级安全生产标准化等级的公告,"来源：国家矿山安全监察局
					
					发布时间：2023-01-19 09:26:09
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","2022年11月12日，贵州久泰邦达能源开发有限公司盘县红果镇红果煤矿发生生产安全事故，造成1人死亡。2023年1月1日，兖矿新疆矿业有限公司硫磺沟煤矿发生生产安全事故，造成1人死亡。
　　按照《煤矿安全生产标准化管理体系考核定级办法（试行）》（煤安监行管〔2020〕16号）有关规定，贵州省能源局于2022年11月12日起将贵州久泰邦达能源开发有限公司盘县红果镇红果煤矿一级安全生产标准化等级降为三级；新疆维吾尔自治区应急管理厅于2023年1月1日起将兖矿新疆矿业有限公司硫磺沟煤矿一级安全生产标准化等级降为三级。
　　现将上述煤矿安全生产标准化等级变化情况予以公告。 
   2023年1月16日"
促开采、增储备、抢维修、保运输，各地多措并举　　　　　　　　　——力保群众温暖过冬过年,https://www.cctd.com.cn/show-176-230520-1.html,2023-01-19,促开采、增储备、抢维修、保运输，各地多措并举　　　　　　　　　——力保群众温暖过冬过年,"来源：人民日报
					
					发布时间：2023-01-19 09:19:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","中央经济工作会议要求，要做好岁末年初各项工作，强化市场保供稳价，加强能源调节，确保群众温暖安全过冬。冬季供暖事关千家万户，是重要的民生实事。临近春节，从煤、电和运转调度等方面，看各地区各部门如何多措并举，力保群众温暖过冬过年。
　　煤——
　　智能开采促生产 严格管理稳产能
　　深冬，焦煤集团沙曲二矿所在的山西省吕梁市柳林县，寒风刺骨。走进集控中心，却是一片火热的工作景象。
　　地面综采控制室内，液晶大屏上清晰显示着井下各皮带开停情况、工作面瓦斯变化情况、风机房温度等实时监测数据。另外一侧大屏上，各采煤工作面、井下巷道、机电硐室等不同点位的影像也组成了“九宫格”。
　　和几年前相比，这里的变化清晰可见。
　　智慧煤矿的改造，让井下与井上得以实时互动对接；无人值守和智能巡检设备的应用，让减人化作业与提升巡检效率成为可能；智能综采工作面和自动掘进设备的建设，让割“一刀煤”的耗时降低半个小时以上，原煤产量每年提升40万吨以上。
　　沙曲二矿核准生产能力为每年270万吨，产煤分为焦煤及电煤，主要销往周边十一个省份。“一吨3400大卡的电煤，可外送发电2850度，同时发电的水汽可为78平方米的室内面积供热一天。”沙曲二矿党委书记崔大汉说。

辽港集团营口港煤炭码头，吊机正在进行卸煤作业。
　　抓准生产全过程管理，是保证产能稳定的重中之重。
　　记者到来时，沙曲二矿领导班子正在召开当日生产调度会。“为了保证每日生产达标，我们细化到每个作业流程。大到工作面的‘三直一平两畅通’，小到工作面跑、冒、滴、漏，再到两巷单体支柱及管线的支护、捆绑等，全部从严从细、精细管理，确保保供任务达产达标。”
　　不久前，该矿4304工作面岩石硬度高，导致推进困难、截齿消耗量大。经过分析研判，采用跳采法，将工作面设备整体“搬家”，绕过构造区，既避免了煤炭资源损失，又降低了构造区对设备的损害。
　　设备运维对保供保产同样重要。
　　作为综采队检修班班长，刘晓飞正带人给风机及时“添衣”：“这边冬天温差大，为防止风机在冷热交替中铜带箍脱落，我们为设备‘穿棉衣’、加装保温套，加装了门帘。同时，还在风机底部排水管路下方安装了水槽，及时排水清理结冰。”严格的运维管理在保证消除隐患的同时，确保系统设备稳定运行。
　　电——
　　供电服务暖人心 抢修及时又周到
　　最近，一场突如其来的降雪，让豫东大地愈发寒气逼人。
　　“大冷天冻坏了吧，谢谢你们这些好心人，晚上还惦记着我这老太婆。”河南省柘城县起台镇赵庙村68岁的老人韩玉荣，紧紧握着电力工作人员的手。
　　这天晚间，一阵急促的电话铃声打破了黑夜的宁静。
　　“供电所吗？我是赵庙村韩玉荣的邻居，老人家中突然停电，家里就她一个人，大冬天没有电……麻烦你们过来帮忙修一下。”

国网河南省电力公司柘城县供电公司工作人员在进行线路改造。
　　“您别急，我们马上就过来。”正在值班的国网河南省电力公司柘城县供电公司起台镇供电所员工李超杰在接到报修电话后，立刻和所长卢鹏飞赶往赵庙村。15分钟后，就到达了韩玉荣老人的家门口。
　　卢鹏飞和李超杰二人立即对其家电表箱进线、出线等处进行检查，发现表计和出线部分都正常。随后，他们又对屋内线路进行检查，才发现停电的真正原因是屋内线路老化烧损。虽然按照规定，住户屋内线损不属于供电公司抢修范围，但考虑到老人年纪大，行动不方便，他们立即对烧损线路进行处理。
　　零下10摄氏度的冬夜出奇的冷，没一会儿，二人就冻得手指发麻。老化线路更换完毕，漆黑的屋内重新亮起灯光，取暖用的“小太阳”映红了老人的脸，被子下的电热毯也逐渐暖和起来。
　　在周边农村，空调及各类电暖气取代了煤炉，电热毯也温暖着千家万户的被窝。出了韩大娘家，二人随机走进几家农户，听到空调外机轰鸣，看到老人带着孩子围坐在电暖气边上看电视。
　　据了解，“煤改电”作为河南助推大气污染防治、实现冬季清洁取暖的重要方式之一，2017年以来全省已累计实施511万户，其中农村居民用户约470余万户。煤改电后，农村居民主要采用冷暖空调、空气源热风机、碳晶电暖器等设备进行取暖。
　　因此，在豫东地区，电已经成为群众温暖过冬的重要保障。很多家庭使用空调、壁挂炉取暖，可以保证室温维持在16—20摄氏度。
　　国网河南电力在供暖前全面完成相关供电设施排查整改，对相关线路、配变运行实施24小时监控，重点关注极寒天气特殊时段重过载、低电压等问题。组织2434支配网抢修队伍、1478台应急发电机随时待命，全力保障群众清洁取暖可靠用电。
　　运——
　　能源物资优先运 保障调度见实效
　　深冬季节，辽港集团营口港煤炭码头紧张忙碌。排列整齐的吊机源源不断地将煤炭从船上卸到码头前沿，堆成小山的煤炭与冷空气接触，蒸腾出袅袅白烟。不远处，长长的火车已载满煤炭，工人驾驶着平车机将高出车厢的煤炭平整到位。
　　“预计2022年营口港全年煤炭货种吞吐量达到1820万吨，比2021年增加80万吨。”辽港集团营口港散货码头有限公司生产业务经理张宏典介绍，营口港的煤炭供给营口周边的钢厂、热电厂以及辽宁、吉林、黑龙江等地的用煤企业。
　　进入冬季，由于供暖和发电双项叠加，东北地区煤炭用量大幅增加，港口承担着保产保供的重要职责。“以营口地区的热电厂为例，中国华能集团旗下的3家企业2022年12月预计采购到港的煤炭在40万吨左右，比夏季每月的平均量翻了一番。”张宏典说。
　　不久前，华能营口仙人岛热电有限公司发来一张申请冬季保供煤炭船舶紧急靠泊的函。该公司承担着600万平方米的供暖任务，截至2022年12月25日，燃煤日耗量2900吨，库存仅为9000吨，采购的一船内贸现货煤将于次日抵达鲅鱼圈港，恳请港口优先保障船舶靠泊接卸。
　　“按照正常流程，靠泊顺序要根据作业合同，船舶先到先靠。但对于保供煤炭船舶，我们会优先安排靠泊接卸。”张宏典介绍，“冬季煤炭运输还可能面临港池结冰、货物结冻等问题，对船舶靠泊、装卸货物带来一定困难，为此港口在进入冬季生产之前就制定了多套生产预案。进入冬季后，时刻关注天气状况，加大除冻机械和装卸人力的准备，确保运输效率。”
　　辽宁省交通运输厅厅长冯万斌介绍，为确保全省能源安全保供、经济平稳运行、群众温暖过冬，辽宁省交通运输系统强化运输组织衔接，加强全省港口电煤运行监测和分析研判，最大限度释放港口煤炭接卸能力，对煤炭运输船舶采取优先进出港、优先引航、优先靠泊、优先装卸，确保煤炭港口集疏运体系高效运行，着力提高电煤铁路运输组织和装卸效率，全力保障供电供热煤炭等能源物资运输。
　　截至2022年11月末，辽宁全省沿海港口去年累计完成煤炭接卸5450万吨，铁路完成煤炭运输4816万吨，33家统调电厂累计存煤690万吨，同比增长25.7%。"
生态环境部：推动保供煤矿全部按时保质完成环评办理,https://www.cctd.com.cn/show-176-230518-1.html,2023-01-19,生态环境部：推动保供煤矿全部按时保质完成环评办理,"来源：生态环境部
					
					发布时间：2023-01-19 09:16:45
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",生态环境部环境影响评价与排放管理司司长刘志全17日在新闻发布会上表示，2023年将落实环评审批“三本台账”和绿色通道机制，推进“十四五”重大工程建设。加强交通、能源、水利水电等重大基础设施项目环评保障，支持城市群、都市圈现代化基础设施体系建设以及区域间基础设施联通。继续做好煤炭保供相关工作，推动保供煤矿全部按时保质完成环评办理。支持传统产业改造升级和战略性新兴产业发展重大项目建设，助推实体经济发展。
山西：到2030年非化石能源消费比重达到 18%,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=711&id=230517,2023-01-19,山西：到2030年非化石能源消费比重达到 18%,"来源：山西省人民政府
					
					发布时间：2023-01-19 09:13:46
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，《中共山西省委 山西省人民政府关于完整准确全面贯彻新发展理念切实做好碳达峰碳中和工作的实施意见》印发。
目标到2025年，绿色低碳循环发展的经济体系初步形成,重点行业能源利用效率大幅提升。单位地区生产总值能源消耗和二氧化碳排放下降确保完成国家下达目标，非化石能源消费 比重达到 12%，新能源和清洁能源装机占比达到 50%、发电量占比达到30%，森林覆盖率力争比2020年提高2.5个百分点，为实现碳达峰、碳中和奠定坚实基础。
到2030年，资源型经济转型任务基本完成，经济社会发展全面绿色转型取得显著成效，重点耗能行业能源利用效率达到国内先进水平。单位地区生产总值能源消耗和二氧化碳排放持续下降，非化石能源消费比重达到 18%，新能源和清洁能源装机占比达到60%以上，风 电、光伏发电总装机达到1.2亿千瓦左右，森林覆盖率和森林蓄积量稳步增长。在保障国家能源安全的前提下，二氧化碳排放量力争达到峰值。
到2060年，绿色低碳循环发展的经济体系和清洁低碳安全高效的能源体系全面建立，整体能源利用效率达到国内先进水平，非化石能源消费比重大幅提升，在全国一盘棋中奋力实现碳中和目标。
文件提到，全力保障国家能源安全。发挥山西作为国家能源保供基地的作用，合理控制煤炭生产总量，增强煤炭稳定供应、市场调节和应急保障能力，坚决兜住能源安全底线。发挥煤电兜底保障作用，坚持适度超前、上大关小、先立后破，统筹煤电发展和电力供应安全，有序发展大容量、高参数、 低消耗、 少排放煤电机组。促进煤电和可再生能源协同发展，推动煤电联营和煤电与可再生能源联营。
严格合理控制煤炭消费增长。有序推动煤炭减量替代，巩固“禁煤区”成果，大力推广适用洁净燃料和高效清洁燃烧炉具，逐步实现全省范围散煤清零。推动重点用煤行业减煤限煤，鼓励可再生能源消费。因地制宜推广“煤改气”。积极推进“煤改电”，加快提升电力占终端能源消费比重。积极推进煤电机组“上大压小”，以30 万千瓦以下煤电机组为重点，分类推进落后机组淘汰整合。实施煤电机组节能降耗改造、灵活性改造、供热改造“三改联动”。到2025 年，全省煤电机组平均供电煤耗力争降至300 克标准煤/千瓦时以下。
文件指出，实施焦化行业能效提升行动，确保2023年年底前全面退出4.3米焦炉，大力推动干熄焦余热发电工程。
 
原文如下：中共山西省委 山西省人民政府关于完整准确全面贯彻新发展理念切实做好碳达峰碳中和工作的实施意见"
梁山港再添30万吨煤炭储备能力,https://www.cctd.com.cn/show-41-230515-1.html,2023-01-19,梁山港再添30万吨煤炭储备能力,"来源：中国水运报
					
					发布时间：2023-01-19 09:12:08
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","近日，从山东济宁能源集团旗下的济宁港航梁山港有限公司（简称“梁山港”）传来好消息，梁山港基础设施配套提升项目首批钢网架安装工作面顺利交付暨钢网架拼装工程正式开工，该项目由中国铁建公司承建，建成后具备30万吨煤炭储备能力。
　　据了解，该项目将梁山港3号露天煤炭堆场改造为封闭条形仓，完全杜绝了煤炭堆场粉尘的排放，有效改善大气环境，条形仓占地面积6.144万平方米，配套建设路网、给排水、供电照明、通信等设施，是新时代社会发展的需要，建成后具备30万吨煤炭的储备能力。
　　据悉，项目的实施不仅提高了港口标准化水平，也促进了济宁内河航运的高质量发展。同时，项目建设顺应当前国家经济增长方式转型以及交通运输结构调整的趋势，符合“低碳经济”“绿色经济”“节能减排”的可持续发展思路，为实现“碳达峰、碳中和”提供有力支撑。
　　梁山港是山东煤炭保障供应的主力军，也是连接西部煤源产地和长江三角洲地区的重要港口物流枢纽。通过“公路+铁路+水运”多式联运，产自山西、陕西、内蒙古等地的煤炭从瓦日铁路运到梁山港，再通过京杭大运河运往南方。"
市场交投量持续减少 沿海煤炭运价弱稳运行,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=576&id=230510,2023-01-18,,,
全国碳市场每日成交数据20230118,https://www.cctd.com.cn/index.php?m=content&c=index&a=show&catid=713&id=230600,2023-01-18,全国碳市场每日成交数据20230118,"来源：上海环境能源交易所
					
					发布时间：2023-01-18 15:21:00
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量100吨，成交额5,600.00元，开盘价56.00元/吨，最高价56.00元/吨，最低价56.00元/吨，收盘价56.00元/吨，收盘价较前一日上涨0.48%。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量100吨，总成交额5,600.00元。
　　截至今日，全国碳市场碳排放配额（CEA）累计成交量229,934,933吨，累计成交额10,489,503,639.54元。"
2023年第1周福建省煤炭市场价格稳中上涨,https://www.cctd.com.cn/show-361-230508-1.html,2023-01-18,2023年第1周福建省煤炭市场价格稳中上涨,"来源：福建省商务厅
					
					发布时间：2023-01-18 10:11:45
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",根据商务部重要生产资料监测系统监测数据显示，上周（2023年1月2日-2023年1月8日）福建省监测样本企业的煤炭市场价格平均为1646.67元/吨，环比上涨0.5%。其中无烟煤市场价格为1490.00元/吨，环比上涨1.2%；烟煤市场价格为1725.00元/吨，环比上涨0.2%。总体来看，上周福建省监测样本企业的煤炭市场价格稳中上涨。因年关将至，煤矿多以安全为主，煤炭整体供应量有限，市场整体观望情绪浓厚，交投气氛一般，多维持刚需采购为主。预计后期福建省煤炭市场价格受供需变化等影响或将稳中调整。
2023年第1周河南省煤炭价格小幅上涨,https://www.cctd.com.cn/show-361-230506-1.html,2023-01-18,2023年第1周河南省煤炭价格小幅上涨,"来源：河南省商务厅
					
					发布时间：2023-01-18 10:09:04
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据河南省商务厅监测，上周（1月2日-1月8日）河南省煤炭价格小幅上涨。上周全省煤炭均价为989.96元/吨，较前一周价格上涨0.6%。其中，炼焦煤、动力煤价格较前一周分别上涨0.2%、2.8%，无烟煤洗选块煤价格较前一周下跌0.5%。年关将至，受安全检查影响，煤炭供应减少，煤炭采购多以刚需为主，预计短期煤炭价格小幅震荡。
2023年第1周内蒙古煤炭价格环比上涨0.2%,https://www.cctd.com.cn/show-361-230504-1.html,2023-01-18,2023年第1周内蒙古煤炭价格环比上涨0.2%,"来源：内蒙古自治区商务厅
					
					发布时间：2023-01-18 10:06:16
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","据内蒙古自治区商务厅生产资料市场监测系统数据显示：本周（2022年12月31日-2023年1月6日）从监测品种样本数据来看煤炭平均价格为836.75元/吨，与前一周比（下称环比）上涨0.2%，与上年同期相比（下称同比）上涨3.4%。其中无烟煤2号洗选块煤均价为888元/吨，环比下降0.3%，同比上涨3%；动力煤发热量5000-5500大卡均价为631.31元/吨，环比下降0.4%，同比上涨5.4%；炼焦煤1/3焦煤均价为990.94元/吨，环比上涨1%，同比上涨2.6%。
　　内蒙古自治区商务厅表示，春节临近，下游储备带动需求增加。成品油价格上涨储运成本增加，共同推动煤炭价格环比上涨。预计近期煤炭市场运行稳定，价格将涨跌震荡运行。"
